"","Maximum.vertical.height","Number.of.fertile.stamens","Number.of.ovules.per.carpel","Number.of.carpels","Fusion.of.ovaries","Flower.size","seedMass","Woodiness_herbaceous","Woodiness_woody","Climbing_climbing","Climbing_non.climbing","Aquatic_aquatic","Aquatic_non.aquatic","SexualSystem_dimorphic","SexualSystem_monomorphic","Lifespan_long","Lifespan_short","Mating_mixed","Mating_outcrossing","Mating_selfing","Pollination_abiotic","Pollination_autonomous","Pollination_biotic","DispersalMode_abiotic","DispersalMode_autonomous","DispersalMode_biotic","DispersalDist_long","DispersalDist_short","FlowerSex_bisexual","FlowerSex_unisexual","OvaryPosition_inferior","OvaryPosition_intermediate","OvaryPosition_superior","FloralReward_nectar","FloralReward_none","FloralReward_other","FloralReward_pollen","FlowerSymmetry_actinomorphic","FlowerSymmetry_other","FlowerSymmetry_zygomorphic","Showiness_bright","Showiness_dull"
"Ranunculus_acris",-0.687760589227215,2.01130601233833,-0.784439733353737,2.88124061283066,-2.55818949566563,0.437503684151751,-0.34622865577791,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Ravenala_madagascariensis",1.13675183261284,-0.191851995287345,0.725248149335312,0.0366200967296959,0.410413406723782,2.31583840065593,1.10133459380561,"0","1","0","1","0","1","0","1","1","0","1","0","0","0","0","1","0","0","1","1","0","1","0","1","0","0","1","0","0","1","0","0","1","1","0"
"Reseda_lutea",1.7646731505055,0.960132499394297,0.206707889203969,0.0366200967296959,-0.150652541827817,-0.662697362443526,-0.58494121293369,"1","0","0","1","0","1","1","0","1","1","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","0","0","0","1","1","1"
"Rhexia_virginica",-0.534158809126048,0.0834077827338659,0.963256215419493,0.467982547144242,0.0512124555346633,0.857565858204355,-1.64808863171875,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Rhizophora_stylosa",1.13675183261284,0.0834077827338659,-0.370129232592074,-0.57135113032844,0.410413406723782,-0.469223236720982,2.53462831425625,"0","1","0","1","0","1","0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","1"
"Ribes_aureum",0.0328540784407074,-0.366300791570949,-0.174471787807136,-0.57135113032844,0.306512305140153,0.182805180287984,-0.354850734768928,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Roridula_dentata",0.0328540784407074,-0.366300791570949,-0.784439733353737,0.0366200967296959,0.410413406723782,0.56751727864961,-0.116310868682849,"0","1","0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","1","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","1","1"
"Roridula_gorgonias",-0.367851123969636,-0.366300791570949,-0.127773125991498,0.0366200967296959,0.410413406723782,0.56751727864961,-0.466437027970268,"1","1","0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","1","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","1"
"Roupala_montana",0.667956798104982,-0.579808862748757,-0.370129232592074,-1.61068480780112,0.282763481921038,-0.44207555906806,0.620539871576678,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Rourea_induta",0.43355928085105,0.296915853911674,0.028557029530092,0.231564627935679,0.288700687725817,-0.140191165176608,0.437673455846449,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Ruellia_ciliatiflora",-0.740350956499728,-0.579808862748757,0.795941882343725,-0.0899096366545585,0.306512305140153,1.24718981184168,-0.303613061752934,"1","1","0","1","0","1","0","1","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0","1","1","0"
"Ruta_graveolens",-0.367851123969636,0.196104872174067,0.0441812681695879,0.467982547144242,0.410413406723782,0.0993101913957838,-0.297796605478296,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Sagina_procumbens",-1.29825979121374,-0.579808862748757,1.20729789174299,0.467982547144242,0.098710101972894,-1.60973221146823,-1.64808863171875,"1","0","0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1"
"Sagittaria_latifolia",-0.367851123969636,1.34808936685571,0.836828849567252,1.07595377420238,-0.489073272700209,0.972673693387534,-0.674194277523392,"1","0","0","1","0","1","1","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0"
"Salpiglossis_sinuata",-0.367851123969636,-0.579808862748757,1.40696173312813,-0.57135113032844,0.410413406723782,1.24718981184168,-1.17770258801667,"1","0","0","1","0","1","0","1","0","1","0","1","0","0","1","1","0","1","0","0","1","1","0","0","0","1","1","0","0","0","0","0","1","1","0"
"Santalum_spicatum",0.667956798104982,-0.579808862748757,-0.784439733353737,0.0366200967296959,0.333229731261658,-0.662697362443526,1.64341784536222,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","1","0","0","1","0","1","0","1","0","0","1","1"
"Sarracenia_purpurea",-1.16926152879032,2.08789242510525,2.58786186343387,0.802573257885298,0.410413406723782,1.3221960784935,-0.339509571779213,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Sauvagesia_rhodoleuca",-0.287055386816872,-0.366300791570949,0.0642190485395618,0.0366200967296959,0.327292525456879,-0.777805197626704,-0.186074593605458,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Saxifraga_cernua",-1.44561183035472,0.296915853911674,2.47120430771319,-0.57135113032844,-0.480167463993042,2.11206459159305,-0.407679092185408,"1","0","0","1","0","1","1","1","1","0","0","1","0","0","0","1","1","0","1","1","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0"
"Scaevola_montana",0.730995967462526,-0.176572964327929,-0.251145344229519,-0.132370721559675,0.354009951578384,-0.260280340818443,0.949935784965844,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Schinus_molle",0.869311298767995,0.296915853911674,-0.784439733353737,0.0366200967296959,0.410413406723782,-0.150077314231491,0.496543253912417,"0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","1","1","0","1","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1"
"Schisandra_chinensis",0.902354315358913,-0.275106165807477,-0.236751042390043,3.33122990579133,-2.55818949566563,0.243450694869938,0.058939828756832,"1","0","1","0","0","1","0","1","1","0","1","0","0","0","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0"
"Schizanthus_grahamii",-0.768556326379979,-1.24302550823138,0.092386620343676,-0.57135113032844,0.410413406723782,0.695459518682109,-0.444228833491737,"1","0","0","1","0","1","0","1","0","1","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0"
"Scleranthus_annuus",-1.52547590669605,-0.707574285110451,-0.784439733353737,-0.57135113032844,0.410413406723782,-1.857722290281,-0.449020207711275,"1","0","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","0","0","1","1","0","0","0","1","1","1","0","0","1","0","0","1","1"
"Senecio_vulgaris",-0.823046057594408,-0.366300791570949,-1.1987502341154,-0.57135113032844,0.303543702237764,-0.737703629095345,-0.960858577094712,"1","0","0","1","0","1","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Sesamum_indicum",-0.262451869139121,-0.579808862748757,1.29637999027134,-0.57135113032844,0.410413406723782,0.532327565393948,-0.272966535139686,"1","0","0","1","0","1","0","1","0","1","1","0","0","0","0","1","0","1","0","0","1","1","0","0","0","1","1","0","0","0","0","0","1","1","0"
"Sextonia_rubra",1.7646731505055,0.196104872174067,-0.784439733353737,-1.61068480780112,0.0868356903633363,-0.0213288353047245,0.872733205897782,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","1","1","1","1","0","0","0","1","0","0","1","0","1","0","0","1","0"
"Silene_vulgaris",-0.663157071549464,0.296915853911674,0.557000530671061,-0.110187792152662,0.410413406723782,0.41721973021077,-0.446614702101765,"1","0","0","1","0","1","1","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","1","0","0","1","1","0","1","0","1","0","1","1","0"
"Simmondsia_chinensis",0.161852340864124,0.296915853911674,-0.377743444316185,0.0366200967296959,0.410413406723782,-1.01221974754949,1.33779837610422,"0","1","0","1","0","1","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","1","0","1","0","0","1","0","0","1","1"
"Sinojackia_xylocarpa",0.667956798104982,0.547951062962195,0.378676890219667,0.0366200967296959,0.410413406723782,0.260053394285619,0.713906879180022,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","1","1","0","1","0","0","1","0","1","0","1","0","1","0","0","1","0"
"Solanum_dulcamara",-0.287055386816872,-0.366300791570949,0.834226065733858,-0.57135113032844,0.410413406723782,-0.0299951852691273,0.452407393230129,"1","0","1","1","0","1","0","1","1","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0"
"Souroubea_guianensis",0.77743745124339,-0.366300791570949,-0.0289063586000787,0.0369899254920189,0.164019365825461,0.0676973451048058,1.10354871363549,"0","1","1","0","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","1","0","1","0","0","1","0"
"Spergularia_marina",-1.29825979121374,-0.50322244998184,2.04649835006422,-0.225446620272988,0.199642600654134,-0.59369828573646,-1.38028683028404,"1","0","0","1","0","1","0","1","0","1","0","0","1","0","1","0","1","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Spigelia_marilandica",-0.829464756705876,-0.366300791570949,0.96273171775866,-0.57135113032844,0.410413406723782,0.917039663755573,-0.754600248479405,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Spiranthes_cernua",-1.06386227395981,-1.906242153714,1.22880778886231,0.0366200967296959,0.410413406723782,0.127171150656024,-2.11847467542083,"1","0","0","1","0","1","0","1","1","0","0","1","1","0","1","1","1","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","1","1","1"
"Spondias_tuberosa",0.667956798104982,0.296915853911674,-0.784439733353737,0.644591323787831,0.256046055799533,-0.199283459035851,1.61251838181966,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Staphylea_trifolia",0.290387941871589,-0.366300791570949,0.528893481370741,-0.236760419587383,0.410413406723782,-0.382972598120783,0.642341308662246,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","0","1","1","0","0","1","1"
"Stellaria_media",-1.29825979121374,-0.275106165807477,0.413411274656439,-0.086199445846775,0.285732084823427,-0.777805197626704,-0.787525455201062,"1","0","0","1","0","1","0","1","1","1","0","0","1","0","1","1","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Sterculia_apetala",1.68747926555523,0.684872721373086,0.64883911291461,0.802573257885298,-1.96446891518775,0.375161229468797,1.70154061795323,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","1","0","0","1","1","0","0","1","1","0","0","1","1"
"Stylidium_graminifolium",0.0400354802123299,-1.24302550823138,1.90520317385776,-0.57135113032844,0.410413406723782,-0.22235123444994,-1.00591177725716,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","1","0"
"Swietenia_macrophylla",1.59836546534908,0.296915853911674,0.792987390981329,0.802573257885298,0.410413406723782,-0.22235123444994,1.34216378257524,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1"
"Syringa_vulgaris",0.667956798104982,-1.24302550823138,-0.370129232592074,-0.57135113032844,0.410413406723782,-0.22235123444994,-0.00279391805936054,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Tacca_chantrieri",-0.534158809126048,-0.191851995287345,2.59418704102791,0.0366200967296959,0.164019365825462,0.260053394285619,0.00343581580770576,"1","0","0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","0","1","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1"
"Tacca_leontopetaloides",-0.367851123969636,-0.191851995287345,1.08971948588665,0.0366200967296959,0.27385767321387,0.209890969372057,0.41077920369838,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","1","0","0","1","1","0","0","1","1"
"Talinum_paniculatum",-0.616884749769426,0.731556095294995,0.975521241940318,0.0366200967296959,0.0185578236083798,-0.37264878288878,-0.66393823287154,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Tectona_grandis",1.7646731505055,-0.191851995287345,0.165247906320391,0.19171865365625,0.143239145508735,-0.737703629095345,1.40841458152339,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Tetracentron_sinense",1.7646731505055,-0.579808862748757,0.286537374770164,0.467982547144242,-0.1833071737541,-1.857722290281,-1.05919840305325,"0","1","0","1","0","1","0","1","1","0","1","0","0","1","0","1","1","0","0","1","0","1","0","0","1","0","1","1","0","1","1","0","0","1","1"
"Tetratheca_aphylla",0.00320166047479564,0.296915853911674,-0.784439733353737,0.0366200967296959,0.368852966090331,-0.313174977337562,0.0335628916117049,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","1","0","1","1","0","0","0","1","0","0","0","1","1","0","0","1","0"
"Tetroncium_magellanicum",-1.29825979121374,-0.579808862748757,-0.784439733353737,0.467982547144242,-1.66760862494881,-0.313174977337562,-0.264342099660067,"1","0","0","1","1","0","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","1","0","1","0","0","0","1","0","1","0"
"Thalictrum_minus",-0.479060431809694,0.510423925089482,-0.784439733353737,1.4597109074495,-2.55818949566563,-0.529815118813931,-0.290685128560937,"1","0","0","1","0","1","0","1","1","0","0","1","0","1","0","1","0","1","0","0","1","1","0","0","0","1","0","1","0","1","1","0","0","1","1"
"Theobroma_cacao",1.30305951776926,-0.366300791570949,-0.272352232826254,0.802573257885298,0.410413406723782,-0.22235123444994,1.70066180342482,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Thymelaea_hirsuta",-0.0961441839827093,0.0834077827338659,-0.784439733353737,-1.61068480780112,-0.33470592177596,0.691487031151696,-0.176902650195649,"0","1","0","1","0","1","1","1","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1","0","0","1","0","1","0","0","1","0","0","0","1"
"Titanotrichum_oldhamii",-0.97474847375366,-0.579808862748757,0.482984360775312,-0.17241148800599,0.404476200919004,0.857565858204355,-0.0398132222753878,"1","0","0","1","0","1","0","1","1","0","1","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","1","1","0"
"Trachelium_caeruleum",-0.367851123969636,-0.366300791570949,0.888624689042715,-0.0132643248546897,0.303543702237764,-0.819863698368677,-1.85067287398612,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","1","0","0","1","0","0","1","1","0","0","1","0"
"Tragopogon_dubius",-0.574043271343317,-0.366300791570949,-0.784439733353737,-0.57135113032844,0.410413406723782,0.433437865171671,0.142913664986858,"1","0","0","1","0","1","0","1","0","1","0","0","1","0","0","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0"
"Tribulus_terrestris",-0.97474847375366,0.296915853911674,1.00618045989494,0.802573257885298,0.410413406723782,-0.313174977337562,0.315129128609569,"1","0","0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Trichilia_emetica",1.59836546534908,0.296915853911674,-0.370129232592074,0.0366200967296959,0.410413406723782,0.182805180287984,1.41075134438739,"0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1"
"Trillium_erectum",-1.06386227395981,-0.191851995287345,1.46266423873306,0.0366200967296959,0.348072745773605,1.39119515520056,-0.453456656320061,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","1"
"Trithuria_submersa",-1.86527267878049,-1.906242153714,-0.784439733353737,-1.61068480780112,-1.11841708800677,-0.22235123444994,-0.205497544144846,"1","0","0","1","1","0","0","1","0","1","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","1","0","1","0","0","1","0","0","1","0"
"Trochocarpa_laurina",1.11493432229536,0.296915853911674,-0.784439733353737,1.84190693535798,0.410413406723782,-1.41737616228741,0.431681901104448,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Tropaeolum_majus",0.0328540784407074,0.0834077827338659,0.402517640227202,-0.168532612492013,0.351041348675995,1.06457429871197,0.953210791198714,"1","0","1","1","0","1","0","1","1","1","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0","1","1","0"
"Tropaeolum_tricolor",0.0328540784407074,0.0834077827338659,-0.784439733353737,0.0366200967296959,0.410413406723782,0.724683614574761,0.417955629309307,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","1","1","0"
"Turnera_ulmifolia",-0.4450450089199,-0.366300791570949,2.93553429315259,0.0366200967296959,0.410413406723782,1.16502974256835,-0.47161003525602,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Typha_latifolia",0.100943910538227,-1.24302550823138,-0.784439733353737,-1.61068480780112,-0.23080482019233,-0.737703629095345,-1.10102209763042,"1","0","0","1","0","1","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0","1","0","0","0","1"
"Urtica_dioica",-0.0443398065095567,-0.579808862748757,-0.784439733353737,-1.61068480780112,-0.168464159242153,-1.91719609583222,-1.04033590491663,"1","0","0","1","0","1","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","1","0","1","0","0","1","1","0","0","1"
"Vaccinium_uliginosum",-0.663157071549464,0.196104872174067,0.517787999634112,0.26776002983936,0.410413406723782,-0.662697362443526,-0.876778519790763,"0","1","0","1","0","1","0","1","1","0","0","1","1","0","0","1","0","0","1","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1"
"Valeriana_officinalis",-0.534158809126048,-0.855068640769968,-0.784439733353737,0.0366200967296959,0.330261128359269,-0.819863698368677,-0.441862283867846,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","1","0","0","1","0","1","0","1","0"
"Vellozia_squamata",0.609623221384963,-0.191851995287345,0.543219086652667,0.12013253907531,0.371821568992721,2.11206459159305,0.536153764472542,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Verbascum_thapsus",0.0328540784407074,-0.366300791570949,0.648640637317111,-0.57135113032844,0.410413406723782,0.127171150656024,-1.17770258801667,"1","0","0","1","0","1","0","1","0","1","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","1","1","0"
"Veronica_anagallis-aquatica",-0.713457949063626,-1.24302550823138,0.528098548655676,-0.57135113032844,-0.103154895389586,-0.627507649187864,-1.32700020448795,"1","0","0","1","0","1","0","1","1","0","0","0","1","1","0","1","1","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","1","0"
"Viburnum_rufidulum",0.667956798104982,-0.366300791570949,-0.274290408824104,-0.216483247958466,0.359947157383163,-0.620638861701553,0.780018043800496,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0"
"Viola_pubescens",-1.11416315147397,-0.366300791570949,0.528893481370741,0.0366200967296959,0.410413406723782,0.601326642101013,-0.30508544411974,"1","0","0","1","0","1","0","1","1","0","1","0","0","0","1","1","0","1","1","0","1","1","0","0","0","1","1","0","0","1","0","0","1","1","0"
"Vitex_negundo",-0.133453606715704,-0.579808862748757,-0.370129232592074,-0.57135113032844,0.401507598016615,-0.737703629095345,0.40132324418464,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0"
"Vitis_labrusca",1.23496968567174,-0.366300791570949,-0.304762540769899,0.0632781246961322,0.261983261604312,-1.60973221146823,0.664614249055779,"0","1","1","0","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1"
"Viviania_marifolia",0.43355928085105,0.296915853911674,-0.370129232592074,0.0366200967296959,0.410413406723782,-0.529815118813931,-0.374765185864887,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Vriesea_carinata",-1.06386227395981,-0.191851995287345,0.853528994241299,0.0366200967296959,0.333229731261658,0.972673693387534,-0.921831719953213,"1","0","0","1","0","1","0","1","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","1","1","0"
"Warburgia_ugandensis",1.45719632373774,0.296915853911674,0.234528612152948,0.802573257885298,0.410413406723782,0.375161229468797,2.02693335117107,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Wurmbea_biglandulosa",-1.40077577119764,-0.191851995287345,1.04940823367059,0.0366200967296959,0.353020417277588,0.202775840288186,-0.545434047908118,"1","0","0","1","0","1","1","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","1","0","0","1","1","0","0","0","1","0","0","1","0"
"Xanthosoma_sagittifolium",0.0328540784407074,-0.366300791570949,1.34067608194502,0.558885623583166,0.410413406723782,0.13576996193461,-0.398202321400366,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","1","1","1","0","1","0","0","1","0","0","1","0","1","0","0","1","0"
"Ximenia_americana",0.562557543274467,0.000153612213734111,-0.784439733353737,0.467982547144242,0.291669290628206,-0.065184898524789,1.47242005209885,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Zea_mays",0.313523917474677,-0.855068640769968,-0.784439733353737,-1.61068480780112,-0.239710628899498,-0.476107410136796,1.16779768007084,"1","0","0","1","0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","1","0","1","0","0","1","0","0","0","1"
"Zelkova_serrata",1.59836546534908,-0.0443576396278283,-0.784439733353737,-0.57135113032844,-0.0140968083179038,-0.313174977337562,0.357365089445885,"0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1"
"Zostera_marina",-0.574043271343317,-1.906242153714,-0.784439733353737,-0.57135113032844,-0.967018339984906,-0.662697362443526,-0.134444969943238,"1","0","0","1","1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0","1","0","0","0","1"
